season_label,fixture_id,fixture_ts,home_team_id,away_team_id,gk_home_player_id,GK_HOME_GOALS_CONCEDED,df1_home_player_id,DF1_HOME_GOALS_CONCEDED,DF1_HOME_MINUTES_PLAYED,DF1_HOME_APPEARANCES,df2_home_player_id,DF2_HOME_GOALS_CONCEDED,DF2_HOME_MINUTES_PLAYED,DF2_HOME_APPEARANCES,df3_home_player_id,DF3_HOME_GOALS_CONCEDED,DF3_HOME_MINUTES_PLAYED,DF3_HOME_APPEARANCES,df4_home_player_id,DF4_HOME_GOALS_CONCEDED,DF4_HOME_MINUTES_PLAYED,DF4_HOME_APPEARANCES,df5_home_player_id,DF5_HOME_GOALS_CONCEDED,DF5_HOME_MINUTES_PLAYED,DF5_HOME_APPEARANCES,df6_home_player_id,DF6_HOME_GOALS_CONCEDED,DF6_HOME_MINUTES_PLAYED,DF6_HOME_APPEARANCES,NO_OF_DF_HOME,mf1_home_player_id,MF1_HOME_GOALS_CONCEDED,MF1_HOME_MINUTES_PLAYED,MF1_HOME_APPEARANCES,mf2_home_player_id,MF2_HOME_GOALS_CONCEDED,MF2_HOME_MINUTES_PLAYED,MF2_HOME_APPEARANCES,mf3_home_player_id,MF3_HOME_GOALS_CONCEDED,MF3_HOME_MINUTES_PLAYED,MF3_HOME_APPEARANCES,mf4_home_player_id,MF4_HOME_GOALS_CONCEDED,MF4_HOME_MINUTES_PLAYED,MF4_HOME_APPEARANCES,mf5_home_player_id,MF5_HOME_GOALS_CONCEDED,MF5_HOME_MINUTES_PLAYED,MF5_HOME_APPEARANCES,mf6_home_player_id,MF6_HOME_GOALS_CONCEDED,MF6_HOME_MINUTES_PLAYED,MF6_HOME_APPEARANCES,NO_OF_MF_HOME,atk1_home_player_id,ATK1_HOME_MINUTES_PLAYED,ATK1_HOME_APPEARANCES,ATK1_HOME_GOALS_CONCEDED,ATK1_HOME_SUBSTITUTIONS_IN,ATK1_HOME_SUBSTITUTIONS_OUT,atk2_home_player_id,ATK2_HOME_MINUTES_PLAYED,ATK2_HOME_APPEARANCES,ATK2_HOME_GOALS_CONCEDED,ATK2_HOME_SUBSTITUTIONS_IN,ATK2_HOME_SUBSTITUTIONS_OUT,atk3_home_player_id,ATK3_HOME_MINUTES_PLAYED,ATK3_HOME_APPEARANCES,ATK3_HOME_GOALS_CONCEDED,ATK3_HOME_SUBSTITUTIONS_IN,ATK3_HOME_SUBSTITUTIONS_OUT,atk4_home_player_id,ATK4_HOME_MINUTES_PLAYED,ATK4_HOME_APPEARANCES,ATK4_HOME_GOALS_CONCEDED,ATK4_HOME_SUBSTITUTIONS_IN,ATK4_HOME_SUBSTITUTIONS_OUT,NO_OF_ATK_HOME,gk_away_player_id,GK_AWAY_GOALS_CONCEDED,df1_away_player_id,DF1_AWAY_GOALS_CONCEDED,DF1_AWAY_MINUTES_PLAYED,DF1_AWAY_APPEARANCES,df2_away_player_id,DF2_AWAY_GOALS_CONCEDED,DF2_AWAY_MINUTES_PLAYED,DF2_AWAY_APPEARANCES,df3_away_player_id,DF3_AWAY_GOALS_CONCEDED,DF3_AWAY_MINUTES_PLAYED,DF3_AWAY_APPEARANCES,df4_away_player_id,DF4_AWAY_GOALS_CONCEDED,DF4_AWAY_MINUTES_PLAYED,DF4_AWAY_APPEARANCES,df5_away_player_id,DF5_AWAY_GOALS_CONCEDED,DF5_AWAY_MINUTES_PLAYED,DF5_AWAY_APPEARANCES,df6_away_player_id,DF6_AWAY_GOALS_CONCEDED,DF6_AWAY_MINUTES_PLAYED,DF6_AWAY_APPEARANCES,NO_OF_DF_AWAY,mf1_away_player_id,MF1_AWAY_GOALS_CONCEDED,MF1_AWAY_MINUTES_PLAYED,MF1_AWAY_APPEARANCES,mf2_away_player_id,MF2_AWAY_GOALS_CONCEDED,MF2_AWAY_MINUTES_PLAYED,MF2_AWAY_APPEARANCES,mf3_away_player_id,MF3_AWAY_GOALS_CONCEDED,MF3_AWAY_MINUTES_PLAYED,MF3_AWAY_APPEARANCES,mf4_away_player_id,MF4_AWAY_GOALS_CONCEDED,MF4_AWAY_MINUTES_PLAYED,MF4_AWAY_APPEARANCES,mf5_away_player_id,MF5_AWAY_GOALS_CONCEDED,MF5_AWAY_MINUTES_PLAYED,MF5_AWAY_APPEARANCES,mf6_away_player_id,MF6_AWAY_GOALS_CONCEDED,MF6_AWAY_MINUTES_PLAYED,MF6_AWAY_APPEARANCES,NO_OF_MF_AWAY,atk1_away_player_id,ATK1_AWAY_MINUTES_PLAYED,ATK1_AWAY_APPEARANCES,ATK1_AWAY_GOALS_CONCEDED,ATK1_AWAY_SUBSTITUTIONS_IN,ATK1_AWAY_SUBSTITUTIONS_OUT,atk2_away_player_id,ATK2_AWAY_MINUTES_PLAYED,ATK2_AWAY_APPEARANCES,ATK2_AWAY_GOALS_CONCEDED,ATK2_AWAY_SUBSTITUTIONS_IN,ATK2_AWAY_SUBSTITUTIONS_OUT,atk3_away_player_id,ATK3_AWAY_MINUTES_PLAYED,ATK3_AWAY_APPEARANCES,ATK3_AWAY_GOALS_CONCEDED,ATK3_AWAY_SUBSTITUTIONS_IN,ATK3_AWAY_SUBSTITUTIONS_OUT,atk4_away_player_id,ATK4_AWAY_MINUTES_PLAYED,ATK4_AWAY_APPEARANCES,ATK4_AWAY_GOALS_CONCEDED,ATK4_AWAY_SUBSTITUTIONS_IN,ATK4_AWAY_SUBSTITUTIONS_OUT,NO_OF_ATK_AWAY,HOME_FORM_GOALS_FOR,HOME_FORM_CORNERS_FOR,HOME_FORM_YELLOWCARDS_FOR,HOME_FORM_SHOTS_ON_TARGET_FOR,HOME_FORM_FOULS_FOR,HOME_FORM_OFFSIDES_FOR,HOME_FORM_REDCARDS_FOR,HOME_FORM_GOALS_AGAINST,HOME_FORM_CORNERS_AGAINST,HOME_FORM_YELLOWCARDS_AGAINST,HOME_FORM_SHOTS_ON_TARGET_AGAINST,HOME_FORM_FOULS_AGAINST,HOME_FORM_OFFSIDES_AGAINST,HOME_FORM_REDCARDS_AGAINST,AWAY_FORM_GOALS_FOR,AWAY_FORM_CORNERS_FOR,AWAY_FORM_YELLOWCARDS_FOR,AWAY_FORM_SHOTS_ON_TARGET_FOR,AWAY_FORM_FOULS_FOR,AWAY_FORM_OFFSIDES_FOR,AWAY_FORM_REDCARDS_FOR,AWAY_FORM_GOALS_AGAINST,AWAY_FORM_CORNERS_AGAINST,AWAY_FORM_YELLOWCARDS_AGAINST,AWAY_FORM_SHOTS_ON_TARGET_AGAINST,AWAY_FORM_FOULS_AGAINST,AWAY_FORM_OFFSIDES_AGAINST,AWAY_FORM_REDCARDS_AGAINST,HOME_CFORM_GOALS_FOR,HOME_CFORM_CORNERS_FOR,HOME_CFORM_YELLOWCARDS_FOR,HOME_CFORM_SHOTS_ON_TARGET_FOR,HOME_CFORM_FOULS_FOR,HOME_CFORM_OFFSIDES_FOR,HOME_CFORM_REDCARDS_FOR,HOME_CFORM_GOALS_AGAINST,HOME_CFORM_CORNERS_AGAINST,HOME_CFORM_YELLOWCARDS_AGAINST,HOME_CFORM_SHOTS_ON_TARGET_AGAINST,HOME_CFORM_FOULS_AGAINST,HOME_CFORM_OFFSIDES_AGAINST,HOME_CFORM_REDCARDS_AGAINST,AWAY_CFORM_GOALS_FOR,AWAY_CFORM_CORNERS_FOR,AWAY_CFORM_YELLOWCARDS_FOR,AWAY_CFORM_SHOTS_ON_TARGET_FOR,AWAY_CFORM_FOULS_FOR,AWAY_CFORM_OFFSIDES_FOR,AWAY_CFORM_REDCARDS_FOR,AWAY_CFORM_GOALS_AGAINST,AWAY_CFORM_CORNERS_AGAINST,AWAY_CFORM_YELLOWCARDS_AGAINST,AWAY_CFORM_SHOTS_ON_TARGET_AGAINST,AWAY_CFORM_FOULS_AGAINST,AWAY_CFORM_OFFSIDES_AGAINST,AWAY_CFORM_REDCARDS_AGAINST,STAGE_NORMALIZED,HOME_GOALS,AWAY_GOALS,HOME_CORNERS,AWAY_CORNERS,HOME_YELLOWCARDS,AWAY_YELLOWCARDS,HOME_SHOTS_ON_TARGET,AWAY_SHOTS_ON_TARGET,HOME_FOULS,AWAY_FOULS,HOME_OFFSIDES,AWAY_OFFSIDES,HOME_REDCARDS,AWAY_REDCARDS
2019-2020_16029,11966018,2019-11-27T17-55-00_11966018,2963,79,169311,9.0,80445,8.0,414.0,6.0,690,9.0,520.0,6.0,204875,14.0,360.0,4.0,32614,9.0,506.0,6.0,,nan,nan,nan,,nan,nan,nan,4,170023,nan,136.0,4.0,237176,9.0,540.0,6.0,169276,8.0,463.0,6.0,333771,4.0,363.0,5.0,,nan,nan,nan,,nan,nan,nan,4,169790,466.0,6.0,7.0,0.0,4.0,169510,540.0,6.0,9.0,nan,nan,,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,2,95617,13.0,96481,7.0,285.0,5.0,24101,16.0,720.0,8.0,25284,11.0,391.0,6.0,96850,15.0,270.0,3.0,,nan,nan,nan,,nan,nan,nan,4,1487,16.0,720.0,8.0,4254,9.0,321.0,8.0,96886,15.0,482.0,7.0,4415,6.0,325.0,8.0,96642,6.0,215.0,5.0,,nan,nan,nan,5,3215,460.0,9.0,10.0,4.0,3.0,,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,1,1.25,3.75,2.25,3.75,9.5,2.0,0.0,1.5,8.25,0.5,6.75,9.0,2.0,0.0,1.75,5.75,1.0,4.25,9.75,1.75,0.0,1.0,3.25,2.75,3.0,10.75,1.0,0.0,1.25,3.75,2.25,3.75,9.5,2.0,0.0,1.5,8.25,0.5,6.75,9.0,2.0,0.0,1.6,5.8,1.2,3.8,11.4,1.8,0.0,1.8,3.8,2.4,4.4,10.8,1.6,0.0,0.6,2.0,0.0,6.0,6.0,4.0,3.0,4.0,5.0,12.0,12.0,0.0,2.0,0.0,0.0
2019-2020_16029,11966030,2019-11-27T17-55-00_11966030,214,18,23742,9.0,186179,11.0,247.0,3.0,158937,2.0,219.0,3.0,1441,5.0,450.0,5.0,186337,5.0,450.0,5.0,,nan,nan,nan,,nan,nan,nan,4,448389,4.0,106.0,3.0,1988,5.0,450.0,5.0,82841,6.0,270.0,3.0,186968,5.0,390.0,6.0,,nan,nan,nan,,nan,nan,nan,4,793,428.0,6.0,5.0,1.0,1.0,260924,420.0,6.0,10.0,1.0,2.0,,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,2,186606,16.0,581220,12.0,382.0,6.0,4460,16.0,360.0,4.0,1316,15.0,613.0,7.0,1330,11.0,613.0,7.0,,nan,nan,nan,,nan,nan,nan,4,1193,12.0,360.0,4.0,129511,11.0,612.0,7.0,73147,15.0,612.0,8.0,,nan,nan,nan,,nan,nan,nan,,nan,nan,nan,3,1317,530.0,7.0,9.0,1.0,3.0,3139,569.0,8.0,11.0,1.0,4.0,32438,455.0,7.0,4.0,2.0,3.0,,nan,nan,nan,nan,nan,3,1.5,3.5,2.25,4.25,8.75,1.75,0.25,1.25,6.0,4.0,5.75,22.0,2.5,0.0,1.75,6.5,1.5,5.5,14.0,1.5,0.0,1.5,5.5,2.25,3.0,11.75,1.0,0.5,1.6,3.8,2.0,4.0,8.2,2.4,0.2,1.2,5.8,3.8,5.6,22.2,2.4,0.0,1.4,6.4,1.8,5.0,14.0,2.4,0.0,1.8,5.2,2.0,3.8,11.4,1.0,0.4,0.6,2.0,2.0,6.0,7.0,3.0,4.0,6.0,6.0,11.0,22.0,2.0,1.0,0.0,0.0
2019-2020_16029,11966006,2019-11-27T20-00-00_11966006,83,68,31284,10.0,186039,6.0,709.0,9.0,95496,5.0,79.0,1.0,96741,10.0,999.0,12.0,449187,12.0,271.0,4.0,,nan,nan,nan,,nan,nan,nan,4,29992,9.0,1021.0,12.0,185480,10.0,1034.0,12.0,26536,15.0,1515.0,17.0,,nan,nan,nan,,nan,nan,nan,,nan,nan,nan,3,184798,837.0,10.0,9.0,1.0,0.0,947,900.0,10.0,8.0,0.0,1.0,32403,417.0,8.0,2.0,3.0,5.0,,nan,nan,nan,nan,nan,3,32139,6.0,30234,2.0,450.0,5.0,198062,3.0,450.0,5.0,30372,7.0,540.0,6.0,32397,2.0,285.0,6.0,,nan,nan,nan,,nan,nan,nan,4,187260,6.0,370.0,5.0,60270,6.0,630.0,7.0,32394,3.0,289.0,4.0,31761,11.0,444.0,5.0,,nan,nan,nan,,nan,nan,nan,4,32158,488.0,7.0,8.0,2.0,1.0,30922,524.0,6.0,3.0,0.0,1.0,,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,2,1.0,5.5,3.0,5.25,11.5,1.25,0.0,0.5,5.0,3.25,4.0,15.75,2.75,0.0,1.25,3.75,1.5,4.0,11.5,2.0,0.0,1.0,4.25,3.0,4.0,9.75,2.0,0.0,0.8,5.6,3.0,5.2,11.0,1.4,0.0,1.2,5.4,3.0,4.6,15.0,2.4,0.0,1.0,5.0,1.2,4.6,10.0,2.4,0.0,1.0,4.4,2.4,3.4,8.4,2.0,0.0,0.6,3.0,1.0,1.0,0.0,2.0,1.0,7.0,5.0,13.0,7.0,2.0,1.0,0.0,0.0
2019-2020_16029,11966019,2019-11-27T20-00-00_11966019,277,605,2283,12.0,32641,12.0,809.0,10.0,12542,2.0,181.0,3.0,33685,11.0,661.0,8.0,,nan,nan,nan,,nan,nan,nan,,nan,nan,nan,3,32582,12.0,807.0,9.0,52585,11.0,717.0,10.0,32581,11.0,490.0,7.0,32586,9.0,520.0,9.0,260840,7.0,160.0,2.0,,nan,nan,nan,5,96884,514.0,9.0,5.0,2.0,6.0,31823,580.0,8.0,7.0,1.0,2.0,,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,2,31892,14.0,158644,14.0,900.0,10.0,162536,13.0,765.0,9.0,162869,9.0,376.0,5.0,160208,14.0,900.0,10.0,,nan,nan,nan,,nan,nan,nan,4,158612,9.0,659.0,10.0,132242,7.0,219.0,4.0,1002,11.0,360.0,4.0,160199,11.0,657.0,10.0,,nan,nan,nan,,nan,nan,nan,4,463153,322.0,5.0,6.0,2.0,2.0,74345,270.0,3.0,5.0,nan,nan,,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,2,1.5,5.75,1.5,5.25,10.5,2.5,0.0,1.0,4.75,1.25,4.0,8.0,2.75,0.0,1.25,5.25,1.25,4.75,10.5,1.5,0.0,2.25,4.25,1.5,4.25,12.5,2.0,0.0,1.4,6.6,1.4,6.8,10.6,3.4,0.2,1.2,4.8,1.8,5.4,8.6,2.4,0.0,1.2,6.8,1.2,5.6,10.2,1.2,0.0,1.8,4.6,1.8,3.4,12.8,2.0,0.2,0.6,2.0,2.0,7.0,5.0,0.0,2.0,10.0,4.0,10.0,11.0,3.0,2.0,0.0,0.0
2019-2020_16029,11966031,2019-11-27T20-00-00_11966031,690,629,96227,14.0,450031,14.0,540.0,6.0,540319,9.0,267.0,3.0,97811,14.0,540.0,6.0,163108,8.0,180.0,2.0,,nan,nan,nan,,nan,nan,nan,4,95168,8.0,406.0,5.0,432912,14.0,527.0,6.0,202568,7.0,372.0,6.0,96608,8.0,240.0,4.0,63179,9.0,280.0,6.0,,nan,nan,nan,5,455805,450.0,5.0,14.0,nan,nan,,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,1,26393,17.0,5640878,9.0,566.0,8.0,28648,1.0,198.0,3.0,2206665,10.0,898.0,10.0,188444,15.0,1315.0,15.0,,nan,nan,nan,,nan,nan,nan,4,26031,13.0,1289.0,18.0,28716,15.0,1355.0,17.0,7296,8.0,22.0,3.0,24288,16.0,1508.0,17.0,24256,3.0,180.0,2.0,,nan,nan,nan,5,1351,1531.0,18.0,16.0,1.0,1.0,,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,1,0.75,6.25,2.5,4.5,16.25,3.0,0.0,2.5,4.0,1.75,5.0,8.0,1.5,0.25,2.4,4.8,3.2,6.0,14.4,2.0,0.4,1.0,4.2,2.6,4.4,12.6,2.6,0.0,0.75,6.25,2.5,4.5,16.25,3.0,0.0,2.5,4.0,1.75,5.0,8.0,1.5,0.25,2.4,4.8,3.2,6.0,14.4,2.0,0.4,1.0,4.2,2.6,4.4,12.6,2.6,0.0,0.6,0.0,2.0,3.0,4.0,2.0,1.0,5.0,3.0,12.0,16.0,3.0,1.0,0.0,0.0
2019-2020_16029,11966007,2019-11-27T20-00-00_11966007,216,2930,80194,3.0,80304,3.0,180.0,2.0,78639,3.0,720.0,8.0,79655,3.0,5.0,1.0,79574,3.0,180.0,2.0,,nan,nan,nan,,nan,nan,nan,4,80655,3.0,180.0,2.0,80879,9.0,450.0,5.0,62905,7.0,641.0,8.0,78840,3.0,175.0,2.0,,nan,nan,nan,,nan,nan,nan,4,79977,643.0,8.0,8.0,0.0,7.0,49241,4.0,1.0,1.0,1.0,0.0,,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,2,127929,7.0,185175,9.0,540.0,6.0,24015,7.0,442.0,5.0,130142,7.0,540.0,6.0,,nan,nan,nan,,nan,nan,nan,,nan,nan,nan,3,128451,4.0,138.0,5.0,129605,6.0,450.0,5.0,3660,4.0,231.0,6.0,73004,7.0,535.0,6.0,129400,6.0,221.0,4.0,,nan,nan,nan,5,995,546.0,9.0,5.0,3.0,2.0,333594,53.0,3.0,3.0,3.0,0.0,,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,2,0.6,6.6,3.0,5.2,14.2,1.8,0.0,1.0,4.8,2.6,4.8,12.4,2.4,0.0,1.5,2.0,3.0,4.0,12.75,3.0,0.0,1.5,4.0,2.25,5.0,15.0,1.25,0.0,0.6,6.6,3.0,5.2,14.2,1.8,0.0,1.0,4.8,2.6,4.8,12.4,2.4,0.0,1.4,2.8,3.0,5.0,13.2,2.6,0.0,1.4,3.6,2.6,5.0,15.4,1.8,0.0,0.6,1.0,3.0,2.0,0.0,1.0,2.0,5.0,5.0,21.0,14.0,1.0,5.0,0.0,0.0
2019-2020_16029,11965994,2019-11-27T20-00-00_11965994,8,597,129820,12.0,1453,9.0,524.0,9.0,1168,7.0,181.0,3.0,1743,12.0,1080.0,12.0,1078,12.0,1009.0,12.0,,nan,nan,nan,,nan,nan,nan,4,323,9.0,799.0,11.0,96099,12.0,727.0,11.0,197,11.0,902.0,12.0,,nan,nan,nan,,nan,nan,nan,,nan,nan,nan,3,4125,1058.0,12.0,12.0,0.0,2.0,1461,746.0,12.0,9.0,4.0,6.0,1389,1152.0,13.0,12.0,0.0,4.0,,nan,nan,nan,nan,nan,3,129638,8.0,129586,5.0,436.0,5.0,107444,12.0,660.0,7.0,61806,5.0,540.0,6.0,129604,5.0,520.0,6.0,,nan,nan,nan,,nan,nan,nan,4,132721,8.0,720.0,8.0,129245,5.0,511.0,6.0,186735,5.0,471.0,6.0,129072,5.0,181.0,6.0,,nan,nan,nan,,nan,nan,nan,4,22994,375.0,6.0,4.0,2.0,3.0,253463,717.0,8.0,14.0,0.0,2.0,,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,2,2.5,7.0,1.0,6.0,10.25,1.75,0.0,1.75,3.0,1.0,4.25,6.5,4.75,0.0,1.5,5.5,1.75,4.0,8.75,1.75,0.0,0.75,8.5,1.5,3.0,13.0,2.25,0.0,2.4,7.4,0.8,5.4,9.4,1.8,0.0,1.4,4.0,0.8,5.0,6.2,4.4,0.0,1.2,5.0,1.6,3.8,8.2,2.2,0.0,0.8,7.4,2.0,3.4,13.6,2.8,0.0,0.6,1.0,1.0,10.0,2.0,1.0,2.0,5.0,1.0,15.0,5.0,0.0,3.0,0.0,0.0
2019-2020_16029,11965995,2019-11-27T20-00-00_11965995,2709,49,64010,20.0,84604,20.0,540.0,6.0,62213,20.0,360.0,4.0,237695,20.0,540.0,6.0,62683,20.0,257.0,3.0,,nan,nan,nan,,nan,nan,nan,4,237948,16.0,360.0,4.0,310217,16.0,442.0,6.0,80228,16.0,540.0,6.0,64193,20.0,540.0,6.0,766612,6.0,156.0,3.0,,nan,nan,nan,5,62600,513.0,6.0,19.0,0.0,1.0,,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,1,54159,6.0,84528,12.0,22.0,2.0,96964,13.0,360.0,4.0,52850,8.0,345.0,6.0,51517,2.0,360.0,4.0,,nan,nan,nan,,nan,nan,nan,4,1854914,2.0,7.0,1.0,31531,13.0,129.0,2.0,785998,12.0,393.0,5.0,52671,2.0,42.0,3.0,,nan,nan,nan,,nan,nan,nan,4,52868,540.0,6.0,13.0,nan,nan,55485,95.0,4.0,2.0,3.0,1.0,,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,2,1.0,5.25,1.5,3.25,5.25,3.25,0.0,3.0,7.25,1.5,7.75,14.0,1.5,0.0,3.0,6.0,1.5,6.0,16.5,2.75,0.0,2.5,5.0,1.75,4.25,7.25,1.0,0.0,1.0,5.25,1.5,3.25,5.25,3.25,0.0,3.0,7.25,1.5,7.75,14.0,1.5,0.0,2.8,7.0,1.8,7.0,16.6,2.2,0.0,2.4,4.2,2.0,4.0,8.2,0.8,0.0,0.6,1.0,4.0,7.0,8.0,1.0,2.0,5.0,6.0,10.0,17.0,1.0,3.0,0.0,0.0
2019-2020_16029,11965996,2019-12-10T17-55-00_11965996,597,2709,129638,8.0,132721,8.0,720.0,8.0,107444,12.0,660.0,7.0,61806,5.0,540.0,6.0,129604,5.0,520.0,6.0,,nan,nan,nan,,nan,nan,nan,4,129500,4.0,519.0,6.0,129245,5.0,511.0,6.0,186735,5.0,471.0,6.0,129072,5.0,181.0,6.0,,nan,nan,nan,,nan,nan,nan,4,22994,375.0,6.0,4.0,2.0,3.0,25355,187.0,4.0,4.0,2.0,1.0,,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,2,21089941,20.0,84604,20.0,540.0,6.0,62213,20.0,360.0,4.0,237695,20.0,540.0,6.0,62683,20.0,257.0,3.0,,nan,nan,nan,,nan,nan,nan,4,310217,16.0,442.0,6.0,80228,16.0,540.0,6.0,64193,20.0,540.0,6.0,766612,6.0,156.0,3.0,,nan,nan,nan,,nan,nan,nan,4,62600,513.0,6.0,19.0,0.0,1.0,84143,180.0,2.0,2.0,3.0,1.0,,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,2,1.4,4.8,1.8,3.4,8.0,2.0,0.0,0.8,8.8,1.4,3.4,13.4,1.8,0.0,1.0,5.6,1.4,3.6,6.2,2.8,0.0,3.2,7.4,1.6,7.4,14.6,1.8,0.0,1.4,4.8,1.8,3.4,8.0,2.0,0.0,0.8,8.8,1.4,3.4,13.4,1.8,0.0,1.0,5.6,1.4,3.6,6.2,2.8,0.0,3.2,7.4,1.6,7.4,14.6,1.8,0.0,0.6,4.0,0.0,5.0,5.0,2.0,3.0,5.0,3.0,10.0,16.0,0.0,1.0,0.0,0.0
2019-2020_16029,11965997,2019-12-10T17-55-00_11965997,49,8,52453,2.0,84528,12.0,22.0,2.0,96964,13.0,360.0,4.0,52850,8.0,345.0,6.0,51517,2.0,360.0,4.0,,nan,nan,nan,,nan,nan,nan,4,1854914,2.0,7.0,1.0,31531,13.0,129.0,2.0,785998,12.0,393.0,5.0,52671,2.0,42.0,3.0,,nan,nan,nan,,nan,nan,nan,4,154421,554.0,8.0,13.0,2.0,3.0,52868,540.0,6.0,13.0,nan,nan,,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,2,129820,12.0,1917,12.0,922.0,11.0,1168,7.0,181.0,3.0,1743,12.0,1080.0,12.0,1078,12.0,1009.0,12.0,,nan,nan,nan,,nan,nan,nan,4,32640,5.0,244.0,6.0,323,9.0,799.0,11.0,1365,11.0,971.0,12.0,,nan,nan,nan,,nan,nan,nan,,nan,nan,nan,3,4125,1058.0,12.0,12.0,0.0,2.0,1461,746.0,12.0,9.0,4.0,6.0,1389,1152.0,13.0,12.0,0.0,4.0,,nan,nan,nan,nan,nan,3,3.2,6.4,1.6,6.0,16.6,2.8,0.0,2.2,5.4,1.6,4.4,7.8,1.0,0.0,2.2,7.6,1.0,5.8,11.2,1.4,0.0,1.6,2.8,1.2,3.6,6.2,4.4,0.0,3.2,6.4,1.6,6.0,16.6,2.8,0.0,2.2,5.4,1.6,4.4,7.8,1.0,0.0,2.2,7.6,1.0,5.8,11.2,1.4,0.0,1.6,2.8,1.2,3.6,6.2,4.4,0.0,0.6,0.0,2.0,2.0,4.0,0.0,1.0,7.0,7.0,9.0,4.0,3.0,1.0,0.0,0.0
2019-2020_16029,11966009,2019-12-10T20-00-00_11966009,2930,83,127929,7.0,185175,9.0,540.0,6.0,24015,7.0,442.0,5.0,130142,7.0,540.0,6.0,,nan,nan,nan,,nan,nan,nan,,nan,nan,nan,3,129208,7.0,360.0,4.0,129605,6.0,450.0,5.0,73004,7.0,535.0,6.0,3660,4.0,231.0,6.0,129400,6.0,221.0,4.0,,nan,nan,nan,5,995,546.0,9.0,5.0,3.0,2.0,333594,53.0,3.0,3.0,3.0,0.0,,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,2,128798,6.0,529856,4.0,90.0,1.0,95496,5.0,79.0,1.0,96741,10.0,999.0,12.0,,nan,nan,nan,,nan,nan,nan,,nan,nan,nan,3,29992,9.0,1021.0,12.0,64192,2.0,91.0,2.0,30057,6.0,356.0,11.0,187098,8.0,92.0,3.0,449187,12.0,271.0,4.0,,nan,nan,nan,5,537056,85.0,1.0,2.0,0.0,1.0,185658,720.0,8.0,9.0,2.0,5.0,,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,2,1.8,1.6,2.8,4.2,13.0,3.4,0.0,1.4,3.6,2.0,5.0,16.2,1.2,0.0,1.4,4.6,2.8,5.6,11.8,1.4,0.0,0.6,4.0,2.8,4.2,14.0,2.4,0.0,1.8,1.6,2.8,4.2,13.0,3.4,0.0,1.4,3.6,2.0,5.0,16.2,1.2,0.0,1.4,4.6,2.8,5.6,11.8,1.4,0.0,0.6,4.0,2.8,4.2,14.0,2.4,0.0,0.6,1.0,2.0,4.0,3.0,3.0,2.0,8.0,5.0,13.0,11.0,5.0,1.0,0.0,0.0
2019-2020_16029,11966008,2019-12-10T20-00-00_11966008,68,216,32139,6.0,198062,3.0,450.0,5.0,30372,7.0,540.0,6.0,432767,4.0,347.0,4.0,,nan,nan,nan,,nan,nan,nan,,nan,nan,nan,3,187260,6.0,370.0,5.0,32394,3.0,289.0,4.0,32158,8.0,488.0,7.0,32397,2.0,285.0,6.0,,nan,nan,nan,,nan,nan,nan,4,32185,480.0,7.0,9.0,1.0,6.0,538034,438.0,7.0,5.0,2.0,4.0,30922,524.0,6.0,3.0,0.0,1.0,,nan,nan,nan,nan,nan,3,80194,3.0,80304,3.0,180.0,2.0,80481,3.0,90.0,2.0,78639,3.0,720.0,8.0,79574,3.0,180.0,2.0,,nan,nan,nan,,nan,nan,nan,4,80879,9.0,450.0,5.0,80655,3.0,180.0,2.0,79977,8.0,643.0,8.0,62905,7.0,641.0,8.0,49241,1.0,4.0,1.0,,nan,nan,nan,5,78624,75.0,2.0,3.0,1.0,1.0,,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,1,1.2,3.0,1.4,4.2,10.6,1.8,0.0,1.4,3.6,2.8,4.6,10.4,2.0,0.0,0.6,5.0,2.8,5.2,15.8,1.8,0.0,1.6,3.0,2.2,5.4,10.6,2.8,0.0,1.2,3.0,1.4,4.2,10.6,1.8,0.0,1.4,3.6,2.8,4.6,10.4,2.0,0.0,0.6,5.0,2.8,5.2,15.8,1.8,0.0,1.6,3.0,2.2,5.4,10.6,2.8,0.0,0.6,2.0,1.0,2.0,7.0,4.0,2.0,8.0,8.0,11.0,14.0,2.0,1.0,1.0,0.0
